timestamp,date,activity
2005-11-08 12:30:00,2005-11-08,0
2005-11-08 12:31:00,2005-11-08,0
2005-11-08 12:32:00,2005-11-08,0
2005-11-08 12:33:00,2005-11-08,0
2005-11-08 12:34:00,2005-11-08,0
2005-11-08 12:35:00,2005-11-08,0
2005-11-08 12:36:00,2005-11-08,0
2005-11-08 12:37:00,2005-11-08,0
2005-11-08 12:38:00,2005-11-08,0
2005-11-08 12:39:00,2005-11-08,0
2005-11-08 12:40:00,2005-11-08,0
2005-11-08 12:41:00,2005-11-08,0
2005-11-08 12:42:00,2005-11-08,0
2005-11-08 12:43:00,2005-11-08,0
2005-11-08 12:44:00,2005-11-08,0
2005-11-08 12:45:00,2005-11-08,0
2005-11-08 12:46:00,2005-11-08,0
2005-11-08 12:47:00,2005-11-08,0
2005-11-08 12:48:00,2005-11-08,0
2005-11-08 12:49:00,2005-11-08,0
2005-11-08 12:50:00,2005-11-08,0
2005-11-08 12:51:00,2005-11-08,0
2005-11-08 12:52:00,2005-11-08,0
2005-11-08 12:53:00,2005-11-08,0
2005-11-08 12:54:00,2005-11-08,0
2005-11-08 12:55:00,2005-11-08,0
2005-11-08 12:56:00,2005-11-08,0
2005-11-08 12:57:00,2005-11-08,0
2005-11-08 12:58:00,2005-11-08,0
2005-11-08 12:59:00,2005-11-08,0
2005-11-08 13:00:00,2005-11-08,0
2005-11-08 13:01:00,2005-11-08,0
2005-11-08 13:02:00,2005-11-08,0
2005-11-08 13:03:00,2005-11-08,0
2005-11-08 13:04:00,2005-11-08,0
2005-11-08 13:05:00,2005-11-08,0
2005-11-08 13:06:00,2005-11-08,0
2005-11-08 13:07:00,2005-11-08,0
2005-11-08 13:08:00,2005-11-08,959
2005-11-08 13:09:00,2005-11-08,69
2005-11-08 13:10:00,2005-11-08,69
2005-11-08 13:11:00,2005-11-08,132
2005-11-08 13:12:00,2005-11-08,180
2005-11-08 13:13:00,2005-11-08,315
2005-11-08 13:14:00,2005-11-08,494
2005-11-08 13:15:00,2005-11-08,347
2005-11-08 13:16:00,2005-11-08,544
2005-11-08 13:17:00,2005-11-08,315
2005-11-08 13:18:00,2005-11-08,421
2005-11-08 13:19:00,2005-11-08,305
2005-11-08 13:20:00,2005-11-08,124
2005-11-08 13:21:00,2005-11-08,93
2005-11-08 13:22:00,2005-11-08,108
2005-11-08 13:23:00,2005-11-08,124
2005-11-08 13:24:00,2005-11-08,87
2005-11-08 13:25:00,2005-11-08,41
2005-11-08 13:26:00,2005-11-08,81
2005-11-08 13:27:00,2005-11-08,108
2005-11-08 13:28:00,2005-11-08,199
2005-11-08 13:29:00,2005-11-08,69
2005-11-08 13:30:00,2005-11-08,163
2005-11-08 13:31:00,2005-11-08,37
2005-11-08 13:32:00,2005-11-08,93
2005-11-08 13:33:00,2005-11-08,617
2005-11-08 13:34:00,2005-11-08,408
2005-11-08 13:35:00,2005-11-08,408
2005-11-08 13:36:00,2005-11-08,305
2005-11-08 13:37:00,2005-11-08,544
2005-11-08 13:38:00,2005-11-08,326
2005-11-08 13:39:00,2005-11-08,795
2005-11-08 13:40:00,2005-11-08,394
2005-11-08 13:41:00,2005-11-08,820
2005-11-08 13:42:00,2005-11-08,382
2005-11-08 13:43:00,2005-11-08,494
2005-11-08 13:44:00,2005-11-08,305
2005-11-08 13:45:00,2005-11-08,99
2005-11-08 13:46:00,2005-11-08,128
2005-11-08 13:47:00,2005-11-08,103
2005-11-08 13:48:00,2005-11-08,69
2005-11-08 13:49:00,2005-11-08,49
2005-11-08 13:50:00,2005-11-08,75
2005-11-08 13:51:00,2005-11-08,61
2005-11-08 13:52:00,2005-11-08,116
2005-11-08 13:53:00,2005-11-08,259
2005-11-08 13:54:00,2005-11-08,186
2005-11-08 13:55:00,2005-11-08,193
2005-11-08 13:56:00,2005-11-08,286
2005-11-08 13:57:00,2005-11-08,47
2005-11-08 13:58:00,2005-11-08,37
2005-11-08 13:59:00,2005-11-08,22
2005-11-08 14:00:00,2005-11-08,72
2005-11-08 14:01:00,2005-11-08,16
2005-11-08 14:02:00,2005-11-08,0
2005-11-08 14:03:00,2005-11-08,193
2005-11-08 14:04:00,2005-11-08,227
2005-11-08 14:05:00,2005-11-08,132
2005-11-08 14:06:00,2005-11-08,31
2005-11-08 14:07:00,2005-11-08,18
2005-11-08 14:08:00,2005-11-08,23
2005-11-08 14:09:00,2005-11-08,72
2005-11-08 14:10:00,2005-11-08,49
2005-11-08 14:11:00,2005-11-08,0
2005-11-08 14:12:00,2005-11-08,0
2005-11-08 14:13:00,2005-11-08,0
2005-11-08 14:14:00,2005-11-08,0
2005-11-08 14:15:00,2005-11-08,0
2005-11-08 14:16:00,2005-11-08,0
2005-11-08 14:17:00,2005-11-08,0
2005-11-08 14:18:00,2005-11-08,99
2005-11-08 14:19:00,2005-11-08,99
2005-11-08 14:20:00,2005-11-08,0
2005-11-08 14:21:00,2005-11-08,63
2005-11-08 14:22:00,2005-11-08,168
2005-11-08 14:23:00,2005-11-08,103
2005-11-08 14:24:00,2005-11-08,0
2005-11-08 14:25:00,2005-11-08,0
2005-11-08 14:26:00,2005-11-08,0
2005-11-08 14:27:00,2005-11-08,0
2005-11-08 14:28:00,2005-11-08,0
2005-11-08 14:29:00,2005-11-08,0
2005-11-08 14:30:00,2005-11-08,0
2005-11-08 14:31:00,2005-11-08,0
2005-11-08 14:32:00,2005-11-08,6
2005-11-08 14:33:00,2005-11-08,84
2005-11-08 14:34:00,2005-11-08,49
2005-11-08 14:35:00,2005-11-08,0
2005-11-08 14:36:00,2005-11-08,20
2005-11-08 14:37:00,2005-11-08,394
2005-11-08 14:38:00,2005-11-08,220
2005-11-08 14:39:00,2005-11-08,0
2005-11-08 14:40:00,2005-11-08,0
2005-11-08 14:41:00,2005-11-08,14
2005-11-08 14:42:00,2005-11-08,163
2005-11-08 14:43:00,2005-11-08,43
2005-11-08 14:44:00,2005-11-08,108
2005-11-08 14:45:00,2005-11-08,0
2005-11-08 14:46:00,2005-11-08,120
2005-11-08 14:47:00,2005-11-08,57
2005-11-08 14:48:00,2005-11-08,132
2005-11-08 14:49:00,2005-11-08,99
2005-11-08 14:50:00,2005-11-08,84
2005-11-08 14:51:00,2005-11-08,61
2005-11-08 14:52:00,2005-11-08,61
2005-11-08 14:53:00,2005-11-08,0
2005-11-08 14:54:00,2005-11-08,37
2005-11-08 14:55:00,2005-11-08,163
2005-11-08 14:56:00,2005-11-08,174
2005-11-08 14:57:00,2005-11-08,132
2005-11-08 14:58:00,2005-11-08,336
2005-11-08 14:59:00,2005-11-08,57
2005-11-08 15:00:00,2005-11-08,180
2005-11-08 15:01:00,2005-11-08,199
2005-11-08 15:02:00,2005-11-08,174
2005-11-08 15:03:00,2005-11-08,93
2005-11-08 15:04:00,2005-11-08,494
2005-11-08 15:05:00,2005-11-08,795
2005-11-08 15:06:00,2005-11-08,770
2005-11-08 15:07:00,2005-11-08,746
